phrase,burst_score,prior_mean_per_year,recent_mean_per_year,count_total
limited,14.48559916130252,2.4166666666666665,83.66666666666667,280
benchmark,14.463899770984275,1.0,38.333333333333336,127
resource,14.4393997109518,6.25,176.66666666666666,605
revolutionize,14.412521272711764,0.9166666666666666,55.0,176
role,14.404728944536583,8.833333333333334,261.6666666666667,891
end end,14.400146627487171,0.5,31.0,99
satisfaction,14.371315420311946,15.166666666666666,371.3333333333333,1296
spatial,14.362843982491828,1.4166666666666667,51.666666666666664,172
complex,14.361789052324665,4.083333333333333,139.66666666666666,468
emphasize importance,14.333333333333334,0.0,14.333333333333334,43
preference,14.317712573774623,7.666666666666667,174.33333333333334,615
health record,14.298189254978704,0.08333333333333333,18.333333333333332,56
guest,14.298189254978704,0.08333333333333333,18.333333333333332,56
pathway,14.298189254978704,0.08333333333333333,18.333333333333332,56
loop,14.252184614411265,1.0833333333333333,40.333333333333336,134
scalability,14.239565116792622,0.75,38.333333333333336,124
personalized,14.23575703258628,4.5,169.0,561
problem solve,14.229900929069885,0.6666666666666666,31.666666666666668,103
bert,14.222355558484649,0.75,39.0,126
quantitative,14.21927827123953,2.8333333333333335,77.33333333333333,266
guideline,14.207921624423909,2.5,58.333333333333336,205
motivation,14.205975832387571,2.5,64.0,222
interactive,14.182331708149103,13.833333333333334,322.6666666666667,1134
agent,14.141021329016876,43.916666666666664,693.0,2606
ground,14.115794630473998,1.1666666666666667,44.0,146
sensitive,14.10700562341919,0.8333333333333334,33.0,109
continuous,14.08644822527472,0.9166666666666666,38.333333333333336,126
center,14.086109285299933,7.583333333333333,191.33333333333334,665
behavior,14.083403953728187,10.0,230.66666666666666,812
reduction,14.07212029751219,1.0833333333333333,37.0,124
wireless,14.060886098537706,0.16666666666666666,22.0,68
search engine,14.050096681475866,2.1666666666666665,69.66666666666667,235
lead,14.037029169727377,5.666666666666667,128.33333333333334,453
authentication,14.014762958356425,0.25,20.333333333333332,64
domain knowledge,14.0,0.0,14.0,42
fraud,14.0,0.0,14.0,42
graphic interactive,14.0,0.0,14.0,42
global scientific,14.0,0.0,14.0,42
sustainability,13.980767370355405,0.75,31.0,102
structural equation,13.963039577473213,0.5833333333333334,34.666666666666664,111
circuit,13.962973631855615,0.16666666666666666,19.333333333333332,60
stakeholder,13.960819036648006,0.8333333333333334,32.666666666666664,108
transformative,13.95928592945819,0.4166666666666667,33.666666666666664,106
explore,13.887854504158216,13.833333333333334,364.6666666666667,1260
education,13.86562143505965,14.666666666666666,426.0,1454
question answer,13.864666096314577,3.5,77.66666666666667,275
notably,13.844316843399406,0.25,22.333333333333332,70
contexts,13.818996099320172,0.3333333333333333,20.666666666666668,66
customer support,13.79918488564584,1.3333333333333333,46.666666666666664,156
longitudinal,13.775880971691812,0.08333333333333333,17.666666666666668,54
depth,13.774487470182816,1.5833333333333333,52.0,175
yield,13.770632020821067,0.5,29.666666666666668,95
object,13.766559292373314,2.0833333333333335,61.666666666666664,210
sentiment,13.739913311698293,5.083333333333333,159.66666666666666,540
psychological,13.719157704789117,3.0833333333333335,75.66666666666667,264
comprehensive,13.67748462636752,3.75,143.66666666666666,476
storytelle,13.63534602312168,0.25,22.0,69
presence,13.610621997056578,2.1666666666666665,57.666666666666664,199
reveal,13.60070381998769,6.166666666666667,157.33333333333334,546
3d,13.581455234258135,3.0,73.66666666666667,257
metaverse,13.537108488636138,1.0833333333333333,59.333333333333336,191
pls sem,13.514726830048364,0.08333333333333333,17.333333333333332,53
cot,13.514726830048364,0.08333333333333333,17.333333333333332,53
institutional,13.514726830048364,0.08333333333333333,17.333333333333332,53
electronic,13.47745731385337,3.3333333333333335,89.66666666666667,309
cod,13.477267507411925,0.6666666666666666,32.666666666666664,106
economic,13.47175518389494,1.25,40.0,135
qualitative,13.46703784016056,6.916666666666667,156.0,551
training,13.445345530535887,6.5,173.0,597
algorithmic,13.426375202843953,0.25,21.666666666666668,68
experimental,13.41125315773921,4.0,86.66666666666667,308
manual,13.410460290431702,1.0,40.666666666666664,134
detailed,13.396197902861312,0.75,30.666666666666668,101
source,13.375369541610846,4.416666666666667,111.33333333333333,387
incorporate,13.372369240449661,4.25,108.66666666666667,377
effectiveness,13.371841639229435,7.5,207.0,711
hybrid,13.350398306350455,3.1666666666666665,79.33333333333333,276
gpt-4o,13.333333333333334,0.0,13.333333333333334,40
customer commerce,13.333333333333334,0.0,13.333333333333334,40
sophisticated,13.317534240487092,0.6666666666666666,27.666666666666668,91
improve,13.306930478102963,22.5,517.6666666666666,1823
comprehension,13.296348986821652,0.5833333333333334,29.666666666666668,96
enjoyment,13.278648857357224,0.5833333333333334,28.666666666666668,93
action,13.266559657295186,2.0,52.0,180
continuance,13.253572688404917,0.08333333333333333,17.0,52
ownership,13.253572688404917,0.08333333333333333,17.0,52
ticket,13.253572688404917,0.08333333333333333,17.0,52
cyber,13.234470659758802,0.16666666666666666,18.333333333333332,57
analyze,13.225898174444414,7.083333333333333,190.66666666666666,657
communication,13.182181553644662,15.333333333333334,293.0,1063
anthropomorphic,13.180207944461554,0.75,32.666666666666664,107
planning,13.174156898735847,1.4166666666666667,61.0,200
chinese,13.170803380766909,1.1666666666666667,41.666666666666664,139
hospitality,13.166362372485962,0.25,24.333333333333332,76
individual,13.164075459960301,5.166666666666667,138.0,476
perception,13.15533991712393,9.333333333333334,210.33333333333334,743
tourism,13.110834119463448,3.25,108.0,363
world,13.107034515193613,7.666666666666667,151.33333333333334,546
emerge,13.095839085459682,5.916666666666667,126.66666666666667,451
experiment,13.076071808971443,7.083333333333333,133.33333333333334,485
utilize,13.067922749027678,4.75,128.33333333333334,442
paradigm,13.056642032078424,1.25,51.666666666666664,170
personnel training,13.0,0.0,13.0,39
tail,13.0,0.0,13.0,39
command,12.994400572704388,1.25,47.0,156
hierarchical,12.992418546761472,0.08333333333333333,16.666666666666668,51
notable,12.987536014679865,0.16666666666666666,20.333333333333332,63
purchase,12.982934594782282,0.75,35.666666666666664,116
level,12.961069618053973,8.5,180.33333333333334,643
rapid,12.955511556431505,2.8333333333333335,79.0,271
global,12.922984736043851,2.25,59.666666666666664,206
reinforcement,12.916124466339385,2.5833333333333335,70.66666666666667,243
recommender,12.86892611694813,6.416666666666667,130.66666666666666,469
player,12.844565291612746,0.4166666666666667,24.333333333333332,78
equation,12.841060553744096,0.6666666666666666,35.333333333333336,114
flow,12.808682148200516,2.4166666666666665,52.0,185
effective,12.800027001617622,6.75,164.0,573
guide,12.799012150535386,7.0,144.0,516
capture,12.791898336288687,2.5833333333333335,74.33333333333333,254
open source,12.775505327005355,0.9166666666666666,42.0,137
simulator,12.731264405118024,0.08333333333333333,16.333333333333332,50
moderation,12.731264405118024,0.08333333333333333,16.333333333333332,50
examine,12.727879903293665,7.166666666666667,178.0,620
suggest,12.699416649504547,7.0,144.66666666666666,518
module,12.692910562327839,3.75,73.0,264
transmission,12.666666666666666,0.0,12.666666666666666,38
expansion,12.666666666666666,0.0,12.666666666666666,38
nuance,12.666666666666666,0.0,12.666666666666666,38
vary,12.656544888837239,0.8333333333333334,32.0,106
technique,12.648131209981894,10.583333333333334,190.66666666666666,699
navigate,12.648073093654471,0.8333333333333334,34.666666666666664,114
rise,12.643293173242116,1.0833333333333333,34.666666666666664,117
assistive,12.640272630139597,0.8333333333333334,32.666666666666664,108
boundary,12.61910191686035,0.25,18.333333333333332,58
governance,12.608175575157002,0.6666666666666666,29.0,95
forest,12.55819598113673,0.16666666666666666,19.666666666666668,61
software,12.553816374976302,10.0,208.33333333333334,745
automated,12.553034451258375,0.5833333333333334,22.666666666666668,75
demand,12.534660442187759,4.0,81.66666666666667,293
understanding,12.527017836609863,6.75,181.33333333333334,625
perceive,12.523184545354187,11.5,236.33333333333334,847
set,12.506632693621153,4.833333333333333,86.0,316
friendly,12.493159814306189,2.0,54.0,186
explainable,12.470645345463018,0.6666666666666666,34.333333333333336,111
bias,12.457068721109607,2.75,94.66666666666667,317
gamification,12.444658825939525,0.8333333333333334,30.0,100
growth,12.437763814212857,1.1666666666666667,44.0,146
cybersecurity,12.43353071241957,0.3333333333333333,23.333333333333332,74
implication,12.4202023726154,5.333333333333333,105.33333333333333,380
comparison,12.413001375481068,1.5,40.0,138
enrich,12.39884997850857,0.8333333333333334,34.0,112
emotion,12.397892814747232,8.25,183.33333333333334,649
retention,12.381521101455318,0.25,20.0,63
ar,12.374075224802334,1.1666666666666667,40.666666666666664,136
practice,12.362189585281104,8.583333333333334,164.0,595
exploration,12.354412164181376,2.1666666666666665,68.33333333333333,231
js,12.34352596436516,0.16666666666666666,19.333333333333332,60
retrieval retrieval,12.333333333333334,0.0,12.333333333333334,37
capable,12.31942274688857,1.0,30.0,102
promising,12.305213605377826,1.5,42.0,144
market,12.303943990819597,2.4166666666666665,60.333333333333336,210
cost,12.298105874058257,4.916666666666667,110.66666666666667,391
response,12.284124296082052,20.666666666666668,388.0,1412
graph,12.272882618160308,3.4166666666666665,101.66666666666667,346
dietary,12.263133363629715,0.16666666666666666,17.0,53
lack,12.257770180493033,4.666666666666667,97.66666666666667,349
database,12.244234710057826,4.416666666666667,97.33333333333333,345
compare,12.218615520153142,9.416666666666666,166.33333333333334,612
habit,12.208956121831129,0.08333333333333333,15.666666666666666,48
tutoring,12.1968455041558,0.5,26.333333333333332,85
summarization,12.191601707417592,1.0,36.0,120
temporal,12.190054428682897,0.3333333333333333,26.0,82
distinct,12.184877785580587,0.75,36.333333333333336,118
input,12.183040228226803,4.75,114.66666666666667,401
product,12.174592820552858,9.416666666666666,245.33333333333334,849
seamlessly,12.172550281177593,0.25,19.666666666666668,62
autonomous,12.171972493673058,1.8333333333333333,43.333333333333336,152
heritage,12.157179313729499,2.0833333333333335,47.333333333333336,167
random,12.155838804308836,0.5833333333333334,24.333333333333332,80
ability,12.13529479347401,4.75,125.66666666666667,434
random forest,12.128855947593593,0.16666666666666666,19.0,59
cold start,12.128855947593593,0.16666666666666666,19.0,59
responsive,12.123393657303733,0.8333333333333334,27.666666666666668,93
utility,12.11508842300463,0.8333333333333334,30.666666666666668,102
underexplored,12.112928561848861,0.3333333333333333,20.0,64
increasingly,12.079946364020639,4.166666666666667,87.0,311
reliability,12.079039801968431,2.1666666666666665,74.0,248
procedure,12.07825798878452,1.4166666666666667,39.333333333333336,135
identification,12.055491111305603,1.3333333333333333,37.666666666666664,129
reduce,12.043827837753229,6.333333333333333,161.33333333333334,560
style,12.037382828388935,3.75,73.33333333333333,265
valuable,12.031366471360434,2.0833333333333335,76.33333333333333,254
boost,12.025015305789719,0.8333333333333334,33.0,109
aid,12.009944057191827,2.0,65.66666666666667,221
size,12.00564529242229,1.1666666666666667,35.0,119
state art,12.000111259127895,2.1666666666666665,47.333333333333336,168
extend reality,12.0,0.0,12.0,36
limit,11.995344753232846,2.5833333333333335,61.666666666666664,216
emotional support,11.963579460899863,0.25,19.333333333333332,61
reflect,11.963005876511849,1.4166666666666667,40.333333333333336,138
edit,11.947801980187684,0.08333333333333333,15.333333333333334,47
optimisation,11.947801980187684,0.08333333333333333,15.333333333333334,47
risk,11.942145606642493,6.333333333333333,146.0,514
customer satisfaction,11.941918983186135,2.0,68.66666666666667,230
transition,11.941337223833315,0.75,29.666666666666668,98
scheduling,11.938963215962131,0.4166666666666667,25.666666666666668,82
initial,11.933290191929691,2.5833333333333335,47.0,172
long,11.909726581212208,4.416666666666667,99.33333333333333,351
barrier,11.897841985290684,1.6666666666666667,47.333333333333336,162
location,11.894435994108433,1.0833333333333333,39.333333333333336,131
major,11.88581589082206,2.0,43.0,153
empower,11.858170064526051,1.0833333333333333,48.666666666666664,159
broad,11.857012196428599,1.1666666666666667,42.0,140
mining,11.840719828862142,2.9166666666666665,55.333333333333336,201
effort,11.83757751906878,2.6666666666666665,59.666666666666664,211
gpt-4,11.828063508746059,0.75,42.0,135
intention,11.815314986629442,7.333333333333333,173.0,607
selection,11.80443124620001,2.1666666666666665,48.666666666666664,172
expectancy,11.777464715565172,0.16666666666666666,16.333333333333332,51
adoption,11.7569739086543,6.166666666666667,139.33333333333334,492
hinder,11.754608640622138,0.25,19.0,60
sector,11.744400372993661,4.166666666666667,87.0,311
fully,11.738805601586375,1.25,31.0,108
primary,11.730002758101447,1.9166666666666667,56.333333333333336,192
algorithm,11.711694280213955,7.0,159.33333333333334,562
feature,11.71119338046299,12.416666666666666,235.33333333333334,855
access,11.707168644640452,7.25,136.33333333333334,496
attack,11.702548102774763,0.5833333333333334,25.333333333333332,83
uncertainty,11.673394210797326,0.6666666666666666,24.333333333333332,81
maximize,11.666666666666666,0.5,18.0,60
long tail,11.666666666666666,0.0,11.666666666666666,35
protocol,11.666032619249261,0.75,29.0,96
crucial,11.66583580087145,3.0,89.66666666666667,305
unique,11.663069760444593,1.75,50.333333333333336,172
concern,11.660338359361123,5.416666666666667,127.33333333333333,447
direct,11.645781549320485,1.75,45.333333333333336,157
instruction,11.620285177625558,1.8333333333333333,58.666666666666664,198
behavioral,11.609827802163007,6.833333333333333,138.33333333333334,497
computational linguistic,11.607373192558534,1.0,35.333333333333336,118
validate,11.59642324722342,2.6666666666666665,60.0,212
adaptation,11.580460321481642,2.4166666666666665,56.666666666666664,199
awareness,11.576873225467013,1.9166666666666667,61.333333333333336,207
scenario,11.57331063951055,6.083333333333333,136.66666666666666,483
subsequently,11.545637820344412,0.25,18.666666666666668,59
aesthetic,11.534630391532904,0.16666666666666666,16.0,50
customer journey,11.534630391532904,0.16666666666666666,16.0,50
familiarity,11.534630391532904,0.16666666666666666,16.0,50
reflective,11.534630391532902,0.16666666666666666,16.0,50
theory,11.50395332976477,6.583333333333333,125.33333333333333,455
require,11.501937841100965,6.0,112.0,408
diary,11.497016940059934,0.3333333333333333,19.0,61
plan,11.487243658386815,1.6666666666666667,43.666666666666664,151
educator,11.466132989587393,0.4166666666666667,24.666666666666668,79
generator,11.456051048946955,0.25,16.666666666666668,53
signal,11.446154964059305,2.0,43.0,153
optimal,11.444888532908147,0.75,24.666666666666668,83
solve,11.442590745651792,2.5833333333333335,55.666666666666664,198
validation,11.44039737955411,1.8333333333333333,50.0,172
lay,11.425493696900789,0.08333333333333333,14.666666666666666,45
